COPY pytania FROM STDIN DELIMITER ';' NULL 'null';
117;repudiandae nobis quasi neque et reprehenderit iusto saepe repellendus aliquam voluptatum dolorum deserunt alias qui ut ratione sapiente nemo dicta facere optio ab fugit minima recusandae officiis sed quidem tenetur ipsa cumque doloremque animi voluptas porro soluta rem ipsum modi nihil eligendi cum possimus temporibus enim ipsam nulla quis cupiditate;quam;10
118;facere sequi officiis reprehenderit eveniet neque explicabo aliquid quam eos aspernatur consequuntur obcaecati sint earum dolores similique nobis asperiores rem non atque placeat maiores assumenda harum labore voluptate natus corrupti ex excepturi vitae incidunt iusto nesciunt quod cupiditate rerum aut cum ratione debitis libero ea nihil odio;officiis;9
119;itaque quia doloribus nostrum in perferendis atque libero maiores pariatur tenetur nihil sequi nemo corporis ipsam modi exercitationem voluptates debitis beatae id similique maxime possimus error velit aut minus placeat sit explicabo dolorem quo vitae est vero quisquam;sit;3
120;enim obcaecati aliquam culpa iste ad deleniti maiores impedit amet minus neque laborum veniam omnis voluptatem nemo praesentium soluta adipisci totam quos nihil corrupti eveniet natus odit nisi cum expedita tempore consectetur saepe ab;est;4
121;odio facilis quibusdam a rerum molestiae voluptates sequi qui vel nam est repellendus corporis voluptatibus expedita iste commodi et omnis autem excepturi recusandae id voluptatum provident aspernatur aperiam aliquid quos laudantium nulla modi perferendis accusamus eligendi sunt inventore nemo dolor exercitationem quidem voluptas facere ipsa esse ut;adipisci;7
122;nulla saepe porro accusamus doloribus officia blanditiis qui quasi odit quas magni sunt pariatur aliquid atque dolorem fuga quis dolor asperiores omnis veniam ullam delectus deleniti corrupti ratione dolorum modi esse rem similique;aperiam;1
123;porro obcaecati ratione harum itaque esse similique expedita et eos dolore odit modi sequi incidunt voluptas magni reiciendis neque cum aspernatur voluptates quisquam repellat ducimus nihil quae fugit ex exercitationem tempora enim asperiores ipsum in;esse;0
124;perferendis rerum magnam doloremque labore odio veritatis eos praesentium totam non laudantium quidem debitis adipisci nostrum illum sint corrupti incidunt unde quisquam quasi recusandae ex expedita dolores delectus vitae optio distinctio in reprehenderit voluptate;assumenda;9
125;voluptate vitae distinctio accusamus perferendis ducimus nemo culpa veniam possimus error id debitis excepturi minus adipisci quidem inventore quas repellendus eius dolorum voluptatibus nisi voluptas obcaecati ea iusto saepe cum ipsa optio nam;nam;4
126;fugiat impedit voluptatem quo enim consequatur repudiandae accusamus blanditiis facere fugit est sunt earum perspiciatis alias at temporibus labore eligendi tempora reiciendis sequi ad minus esse dolorum dignissimos architecto quod modi iste possimus maiores adipisci dolor officia nihil voluptatum;veniam;8
127;illo eius magnam delectus nemo eaque repellendus sint unde eos quis ratione vitae voluptates dolor ipsum assumenda quibusdam tenetur iure accusantium atque iste fugiat a neque molestias expedita in rerum excepturi beatae itaque quasi vero accusamus possimus ipsam similique dolorum harum sed temporibus error cum ea libero;aut;3
128;maxime iusto recusandae maiores distinctio quae velit quod animi minus veritatis pariatur laboriosam quis aliquam commodi nam quo omnis corporis dolorum rerum modi molestias eos atque voluptatem nulla dolores autem sapiente voluptates quidem facilis deserunt dolore;nobis;6
129;assumenda modi odio sequi dolorum eius minus veniam veritatis corporis facilis itaque porro nisi rerum omnis suscipit pariatur dolores ipsam nobis recusandae repellat cum quibusdam aliquam minima tempore est deleniti non nihil distinctio voluptatem facere;error;1
130;repudiandae itaque deserunt sed maiores ea consequatur minus qui voluptatum accusantium numquam in explicabo iste quod iure suscipit repellat libero molestiae rem saepe distinctio id at possimus harum fugit voluptate fugiat ab omnis facere est sint voluptas vel maxime aut architecto tenetur corporis molestias;fugiat;10
131;labore odit dignissimos deserunt excepturi accusamus voluptatum eius tenetur voluptate repellat sit cumque quasi veniam placeat architecto saepe facilis veritatis ex optio animi iure error et ipsam numquam dolorum distinctio harum assumenda aspernatur minus modi atque;totam;1
132;iste iusto nobis id quaerat sit consequatur doloribus incidunt quo ea qui aliquam voluptates odit ipsa laboriosam repellat nulla perferendis quidem autem ratione quisquam amet sint soluta quasi numquam sunt aspernatur vel expedita cumque eligendi;nesciunt;3
133;beatae facilis aut esse vel impedit quaerat vero repellat quo perferendis nisi aspernatur perspiciatis numquam adipisci libero eum voluptate molestiae ipsa ab quas quis quidem cumque velit earum maiores sunt laudantium et aliquid molestias facere qui possimus quisquam ea at delectus repudiandae atque voluptatem cupiditate consequuntur illo;et;3
134;sapiente eaque consequatur animi vero dolor earum magni eveniet quisquam dicta totam quasi perspiciatis nostrum tempora assumenda aliquam repudiandae numquam maiores distinctio nam in id illum quis quod illo ipsam aspernatur soluta aliquid atque debitis impedit quaerat;quia;2
135;ex mollitia consequuntur tenetur ipsam cupiditate totam recusandae deserunt nam excepturi optio velit sit numquam explicabo a amet sunt dolor eaque ipsum odit impedit possimus dolorum at error fuga eligendi provident adipisci soluta perferendis incidunt autem atque quidem vel nisi voluptates quia nihil architecto necessitatibus magni;sequi;4
136;quod aliquid laboriosam alias quam at sequi fugit saepe vel esse beatae nostrum adipisci dicta optio qui totam non perferendis dolor aut a repellat veniam asperiores eum placeat dolorem iste quidem hic ab nisi voluptatum quia molestias culpa earum ullam et aliquam ut animi;suscipit;3
137;sit veniam blanditiis ipsum excepturi quia amet nihil adipisci assumenda deserunt explicabo voluptate at eveniet porro aliquam ratione reiciendis quas dolorem iure ullam beatae repellat nemo saepe consectetur repudiandae sapiente sed in voluptatibus vitae molestiae repellendus accusantium tempora unde quam dolore earum nostrum itaque;sed;8
138;quas quam dicta blanditiis commodi similique hic praesentium ducimus eius dolores laborum autem doloremque adipisci molestiae temporibus itaque culpa vel numquam fuga eligendi iusto est natus illo enim non voluptatum illum explicabo possimus maxime rerum quae;sapiente;2
139;ut nihil ea mollitia quibusdam doloremque laborum dolores delectus ipsa voluptatum aperiam laboriosam ipsum temporibus vel sapiente beatae amet minima aliquid commodi eum quia sunt deserunt iusto cumque doloribus esse nobis unde at atque modi inventore voluptates officia recusandae optio quae molestias suscipit veniam nemo dignissimos excepturi;maxime;1
140;vero dignissimos nostrum aliquam veritatis velit repellendus doloremque debitis pariatur facere doloribus sequi placeat quam unde voluptates tenetur ducimus inventore dolores nulla aut voluptas reiciendis distinctio molestias officiis iure itaque obcaecati praesentium assumenda voluptatibus beatae;impedit;10
141;iste ipsam aspernatur sequi libero cum minus doloremque asperiores eaque delectus dicta illum ipsa harum omnis quos perspiciatis fugiat aperiam laudantium architecto animi quas sint unde beatae facilis at accusantium repellendus ab dignissimos assumenda similique sed magnam repudiandae;at;6
142;dignissimos in nemo ut dolore optio sapiente a sequi laudantium commodi nulla ipsam saepe nostrum beatae unde accusantium quibusdam corporis sit omnis modi officiis corrupti animi necessitatibus id voluptatem dolorum quod quos recusandae magnam inventore iusto minima dolores enim quidem eligendi reiciendis fuga;provident;2
143;omnis quod magni asperiores repellendus ipsam et animi blanditiis non perferendis minus suscipit eos dolores praesentium voluptatibus itaque saepe sunt eius corporis hic ex rerum voluptatem repudiandae iure quasi unde magnam natus quas quo aliquid mollitia a minima autem illo reiciendis numquam nesciunt;totam;6
144;inventore cum enim exercitationem maxime illo quaerat adipisci omnis libero incidunt minima eius minus et ea consequuntur tenetur vero natus corrupti consectetur qui obcaecati provident temporibus placeat quidem repellendus doloremque illum necessitatibus sapiente soluta modi expedita blanditiis;quidem;10
145;exercitationem nam repellat cum odit accusantium iusto tenetur quasi modi praesentium vero consequuntur corrupti hic voluptatem consectetur sunt atque ad sed doloribus vel dignissimos architecto expedita magni similique voluptatibus ut;exercitationem;3
146;hic fugit voluptatibus sint repudiandae itaque maiores veritatis ratione nesciunt dolor tempora eaque nihil nobis natus accusamus laudantium illum nisi officiis praesentium blanditiis corrupti laboriosam cum dolore iusto necessitatibus impedit consequuntur similique dignissimos rem qui numquam voluptas omnis;vel;2
147;laborum doloribus velit facere libero consectetur sequi quia cupiditate eius voluptates aliquam eveniet ipsa quaerat est veritatis enim sit quos reprehenderit fugit quibusdam necessitatibus odio voluptatem harum provident ab maiores repellat at magnam unde suscipit laboriosam aperiam;hic;1
148;quod dignissimos odio numquam similique veniam aperiam quos maiores suscipit consectetur veritatis ratione facilis qui doloremque quis fugit aut error iste libero repellat magni ipsa quae cupiditate obcaecati ea reiciendis cum ducimus pariatur asperiores eum tenetur dicta;soluta;9
149;rem beatae tempore natus ea dolorem doloribus libero repellendus ipsam quam animi provident voluptatibus assumenda ipsa blanditiis aliquam laborum eum fugiat corrupti magnam in voluptatum quae molestiae error et accusantium dignissimos dolor eaque quis alias labore neque aliquid itaque nulla;fugiat;2
150;pariatur architecto iste voluptatum qui eum maiores quasi dolores unde accusamus est deleniti corporis a eaque facere necessitatibus reprehenderit provident harum reiciendis mollitia iure nesciunt odit nihil neque sunt hic odio fuga fugit enim officia consequuntur repellat similique asperiores ipsam blanditiis vel dolorum inventore nisi;obcaecati;9
151;quidem ab accusantium commodi vero nostrum pariatur aspernatur ducimus obcaecati quas alias dolorum voluptates eos sit inventore doloribus corrupti rerum veniam quisquam illo aliquid beatae temporibus autem ex eaque iure hic consequatur quam;distinctio;3
152;eum dolores nihil esse cumque iste laudantium quas itaque id non culpa debitis exercitationem earum provident libero perspiciatis consectetur omnis neque rerum eveniet iusto officiis accusamus expedita eaque aliquid illo nemo quam ea consequatur ipsa labore nostrum corporis maiores;consequatur;2
153;cumque aliquam vitae inventore iure ex autem pariatur sed nemo reiciendis possimus quisquam nobis sapiente nam consectetur impedit est eveniet vero voluptas placeat necessitatibus et in ea voluptatum beatae sint blanditiis;modi;5
154;sequi minima quisquam illum aut enim est harum accusantium assumenda exercitationem quia laudantium eaque deserunt qui aperiam veritatis nihil excepturi tempora quo quae eligendi quam molestias praesentium recusandae corrupti eveniet a;nostrum;9
155;optio ad aut officia porro harum pariatur id consequuntur sequi consectetur reiciendis earum numquam vitae fugit tenetur velit in dignissimos animi inventore ex adipisci eligendi saepe doloribus asperiores possimus mollitia laboriosam provident iure est non molestias necessitatibus rerum eum quibusdam voluptate consequatur et ullam facilis quam corporis explicabo;vel;2
156;suscipit quos consectetur quidem placeat officiis fuga natus ut cupiditate voluptatum a voluptates corrupti expedita sequi veritatis adipisci molestias dolor labore nam numquam quas voluptate minima quam amet magnam sed culpa rerum reiciendis iusto libero explicabo;deleniti;3
157;animi autem soluta mollitia illum blanditiis numquam eaque rerum beatae odit esse vero omnis inventore unde ipsa pariatur distinctio sit ab quidem tenetur temporibus aliquam dignissimos possimus iusto atque voluptates quisquam delectus dolorum enim tempore repudiandae veritatis cupiditate nulla vel ratione illo eius maxime;omnis;6
158;eum consequuntur sed aut obcaecati dicta explicabo atque eaque doloremque exercitationem nostrum incidunt expedita qui illum corrupti totam veritatis facilis veniam nam laborum quaerat ad iste sequi delectus commodi iure praesentium minima aperiam nesciunt quibusdam laboriosam similique reiciendis voluptas culpa animi rem;similique;9
